sense_1,sense_2,mark,lang,features_1,features_2,sim_feature,pos_1,pos_2,sim_pos,fuzz,cosine
['рысь'],['хищник'],0,rus,"['БИОЛОГИЯ', 'ЛОШАДИНЫЙ БЕГ', 'КОШАЧЬИ', 'ЗООЛОГИЯ']","['БИОЛОГИЯ', 'ЖЕСТОКИЙ ЧЕЛОВЕК', 'ЗАХВАТЧИК', 'ЗООЛОГИЯ', 'ЖИВОТНОЕ']",1,NOUN,NOUN,True,0.0,0.5797749757766724
['уступка'],['допущение'],0,rus,"['ТОРГОВЛЯ', 'СОГЛАСИТЬ, ДАТЬ СОГЛАСИЕ', 'УСТУПИТЬ, ИДТИ НА УСТУПКИ', 'ПРОДАЖА', 'ЭКОНОМИКА']","['РАЗРЕШИТЬ, ПОЗВОЛИТЬ', 'ПОСТУПОК ЧЕЛОВЕКА', 'МНЕНИЕ']",0,NOUN,NOUN,True,0.0,0.6776974201202393
['гнать отгонять отогнать прогонять прогнать откуда л'],['выгонять выгнать'],0,rus,[],[],0,VERB,INFN,False,0.0,0.758826732635498
['диета'],['диетический'],0,rus,"['МЕДИЦИНА', 'КУЛИНАРНОЕ ИСКУССТВО', 'ЕДА, ПИЩА']","['МЕДИЦИНА', 'КУЛИНАРНОЕ ИСКУССТВО', 'ЕДА, ПИЩА']",1,NOUN,ADJF,False,0.0,0.6463654041290283
['что л отобранное образец'],['взятие образцов'],0,rus,[],[],0,NOUN,ADJS,False,0.0,0.7030379772186279
['переселяться эмигрировать перелетать мигрировать'],['переселяться'],0,rus,[],"['СЕЛИТЬ', 'ПЕРЕЕХАТЬ, СМЕНИТЬ МЕСТО ПРЕБЫВАНИЯ']",0,INFN,INFN,True,0.0,0.5438698530197144
['переселяться мигрировать'],['переселяться'],0,rus,[],"['СЕЛИТЬ', 'ПЕРЕЕХАТЬ, СМЕНИТЬ МЕСТО ПРЕБЫВАНИЯ']",0,INFN,INFN,True,0.0,0.6983610987663269
['чепуха'],['пустяк'],0,rus,"['БЕССМЫСЛИЦА, БЕССМЫСЛЕННОЕ ВЫСКАЗЫВАНИЕ']","['ПРЕДМЕТ, ВЕЩЬ', 'ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ']",0,NOUN,NOUN,True,0.0,0.569560706615448
['вести наверх приводить'],['вести проводить'],0,rus,[],[],0,INFN,INFN,True,0.0,0.7811618447303772
['относящийся к владельцу или матросу небольшого парусного судна'],['относящийся к небольшому парусному судну'],0,rus,[],[],0,ADJS,NOUN,False,0.0,0.7194427847862244
['сговариваться'],['сговор'],0,rus,"['ПРИЙТИ (ДОСТИГНУТЬ ПОСЛЕ К-Л. ДЕЙСТВИЙ)', 'ДОГОВОРИТЬ, ПРИЙТИ К СОГЛАШЕНИЮ']","['ПРАВОВАЯ СИСТЕМА', 'СОГЛАШЕНИЕ, ДОГОВОРЕННОСТЬ']",0,INFN,NOUN,False,0.0,0.8185743093490601
['ронять'],['выронить'],0,rus,"['ОПУСТИТЬ ВНИЗ', 'УТРАТИТЬ СВОЮ ЧАСТЬ', 'ПЕРЕМЕСТИТЬ', 'УПУСТИТЬ, НЕ УДЕРЖАТЬ']",['РОНЯТЬ (ДАТЬ УПАСТЬ)'],0,INFN,INFN,True,0.0,0.7538489103317261
['память способность сохранять и воспроизводить в сознании прежние впечатления'],['воспоминания записки или рассказы о прошлом'],0,rus,[],[],0,NOUN,ADJF,False,0.0,0.4195457994937897
['лететь'],['вылетать'],0,rus,"['ВРЕМЯ, ПРОДОЛЖИТЕЛЬНОСТЬ', 'ОПУСТИТЬ ВНИЗ', 'ТЕЧЕНИЕ ВРЕМЕНИ', 'ДВИЖЕНИЕ, ПЕРЕМЕЩЕНИЕ']","['ОТПРАВИТЬ В ПУТЬ', 'УДАЛИТЬ НА НЕКОТОРОЕ РАССТОЯНИЕ', 'ВЫБЫТЬ, УБЫТЬ', 'ПОЯВИТЬ, ПОКАЗАТЬ']",0,INFN,INFN,True,0.0,0.5439426302909851
['Приспособление'],['Снаряжение снасть'],0,rus,"['ПРЕДМЕТ, ВЕЩЬ', 'ИЗМЕНИТЬ, СДЕЛАТЬ ИНЫМ', 'ИЗМЕНИТЬ, ИЗМЕНЕНИЕ']",[],0,NOUN,NOUN,True,0.0,0.5568217635154724
['ужасные времена смутное время'],['период террора во время буржуазной французской революции гг'],0,rus,[],[],0,ADVB,NOUN,False,0.0,0.33988386392593384
['трусливый малодушный'],['трус'],0,rus,[],"['ЧЕРТА ХАРАКТЕРА', 'ПСИХОЛОГИЧЕСКИЕ НАУКИ', 'ЧЕЛОВЕК ПО ХАРАКТЕРУ']",0,ADJF,NOUN,False,0.0,0.6954725980758667
['гнать погонять'],['приводить доводить торопить'],0,rus,[],[],0,INFN,INFN,True,0.0,0.5800408720970154
['Сделать более высоким в знач'],['Сделать более высоким по тону'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.9156335592269897
['оплаченный выплаченный'],['подкупленный наемный'],0,rus,[],[],0,ADJF,ADJF,True,0.0,0.5285065174102783
['балеарский'],['ранить'],0,rus,"['АРХИПЕЛАГ', 'ОКЕАНОЛОГИЯ']","['ПОВРЕЖДЕНИЕ ЗДОРОВЬЯ', 'ТРАВМА']",0,ADJF,INFN,False,0.0,0.2823827266693115
['объявляться'],['проявляться'],0,rus,"['ОБНАРУЖИТЬ, НАЙТИСЬ', 'ПОЯВИТЬ, ВОЗНИКНУТЬ, НАЧАТЬ']","['ОБНАРУЖИТЬ, НАЙТИСЬ', 'ФОТОИСКУССТВО', 'ПОЯВИТЬ, ПОКАЗАТЬ']",1,INFN,INFN,True,0.0,0.683819055557251
['раздробляться дробиться'],['раздробляться дробиться расчленяться размозжаться'],0,rus,[],[],0,INFN,INFN,True,0.0,0.7397596836090088
['вязать связывать'],['переплетать'],0,rus,[],"['ПЕЧАТАТЬ (ВОСПРОИЗВОДИТЬ)', 'ПЕРЕДЕЛАТЬ, СДЕЛАТЬ ЗАНОВО', 'ПЛЕСТИ ИЗ ПОЛОС, НИТЕЙ', 'СОЕДИНИТЬ В ОДНО ЦЕЛОЕ', 'ИЗГОТОВИТЬ, ВЫРАБОТАТЬ', 'ЭКОНОМИКА', 'ПРЕДОСТАВЛЕНИЕ УСЛУГ', 'ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ', 'ИЗДАТЕЛЬСКО-ПОЛИГРАФИЧЕСКАЯ ДЕЯТЕЛЬНОСТЬ']",0,INFN,INFN,True,0.0,0.5271509289741516
['рождать рожать производить на свет плодиться'],['порождать приносить'],0,rus,[],[],0,INFN,INFN,True,0.0,0.21508273482322693
['датчанин'],['датский'],0,rus,"['ТИТУЛЬНЫЙ НАРОД', 'АНТРОПОЛОГИЯ', 'НАСЕЛЕНИЕ ГОСУДАРСТВА']","['ФИЛОЛОГИЯ', 'ИНОСТРАННОЕ ГОСУДАРСТВО', 'МОНАРХИЯ (ГОСУДАРСТВО)', 'ИНДОЕВРОПЕЙСКИЕ ЯЗЫКИ', 'ГОСУДАРСТВО']",0,NOUN,ADJF,False,0.0,0.8279747366905212
['потребление воды'],['расход воды'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.7741150259971619
['водоносность водный режим'],['расход воды'],0,rus,[],[],0,VERB,NOUN,False,0.0,0.6143977642059326
['ограниченный'],['небольшой незначительный в ограниченном количестве ограниченные возможности ограниченные средства ограниченная миграция ограниченная залежь ограниченное пространство ограниченная функция'],0,rus,"['ЧЕРТА ХАРАКТЕРА', 'ПСИХОЛОГИЧЕСКИЕ НАУКИ', 'НЕБОЛЬШОЙ, МАЛЫЙ', 'ОТЛИЧИТЕЛЬНОЕ СВОЙСТВО']",[],0,ADJF,NOUN,False,0.0,0.5581052303314209
['бледный'],['блёклый поблёклый увядший утративший свежесть блёклая трава'],0,rus,"['НЕВЫРАЗИТЕЛЬНЫЙ', 'ЦВЕТ, ОКРАСКА', 'БЛЕДНЫЙ ПО ОКРАСКЕ', 'БЕСЦВЕТНЫЙ', 'СЛАБЫЙ ПО СИЛЕ, МОЩНОСТИ', 'ЗООЛОГИЯ', 'АНАТОМИЯ (НАУКА)']",[],0,ADJF,NOUN,False,0.0,0.1871141791343689
['на башне на вышке'],['около башни около дома'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.7685489058494568
[' Относящийся к съемке (во 2 знач'],['Относящийся к съемке в знач'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.7808873057365417
['молитва'],['мольба'],0,rus,"['ФИЛОЛОГИЯ', 'РЕЛИГИОЗНЫЙ КУЛЬТ', 'ПРОИЗНЕСТИ, ВЫГОВОРИТЬ, ПРОГОВОРИТЬ', 'РЕЛИГИЯ', 'ТЕКСТ']","['ПРОСЬБА, ЖЕЛАНИЕ, ПОЖЕЛАНИЕ']",0,NOUN,NOUN,True,0.0,0.5754134058952332
['бесцветный не имеющий цвета ничем не окрашенный бесцветные жидкости бесцветные газы'],['выгорелый выгоревший утративший цвет под действием солнечных лучей выгоревший плащ выгоревшее платье'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.31862714886665344
['выбивать высекать'],['выделывать изготовлять'],0,rus,[],[],0,INFN,INFN,True,0.0,0.5656500458717346
['быть разбитым недугом'],['стыдить'],0,rus,[],"['УПРЕКАТЬ, УКОРЯТЬ']",0,NOUN,INFN,False,0.0,0.477698415517807
['ломать'],['переломить'],0,rus,"['ПОРТИТЬ, ДЕЛАТЬ ПЛОХИМ', 'ДЕЛИТЬ, РАЗДЕЛЯТЬ НА ЧАСТИ', 'БИОЛОГИЯ', 'ИЗМЕНИТЬ, СДЕЛАТЬ ИНЫМ', 'РАЗРУШИТЬ (НАРУШИТЬ, УНИЧТОЖИТЬ)', 'ЧУВСТВО, ЭМОЦИЯ', 'МЕДИЦИНА', 'БОЛЬ, БОЛЕВОЕ ОЩУЩЕНИЕ', 'ФИЗИОЛОГИЧЕСКАЯ НАУКА']","['ДЕЛИТЬ, РАЗДЕЛЯТЬ НА ЧАСТИ', 'ИЗМЕНИТЬ, СДЕЛАТЬ ИНЫМ']",1,INFN,INFN,True,0.0,0.7583193778991699
['разругаться'],['поругаться'],0,rus,['КОНФЛИКТ'],"['РУГАТЬ', 'КОНФЛИКТ', 'ПРОИЗНЕСТИ, ВЫГОВОРИТЬ, ПРОГОВОРИТЬ']",1,INFN,INFN,True,0.0,0.9747727513313293
['появление'],['проявление обнаружение'],0,rus,['ПРОИСХОДЯЩАЯ СУЩНОСТЬ'],[],0,NOUN,NOUN,True,0.0,0.6069062352180481
['выселение изгнание с участка земли'],['изъятие имущества'],0,rus,[],[],0,VERB,NOUN,False,0.0,0.3510282039642334
['колокол церковный колокол'],['колокольчик'],0,rus,[],"['ЦВЕТКОВОЕ РАСТЕНИЕ', 'ЗВОНОК (СИГНАЛЬНОЕ УСТРОЙСТВО)', 'ТРАВЯНИСТОЕ РАСТЕНИЕ', 'БОТАНИКА', 'БИОЛОГИЯ', 'КОНУС (ПРЕДМЕТ)']",0,NOUN,NOUN,True,0.0,0.7032700181007385
['куча груда'],['нагромождение накопление'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.3766148090362549
['укладывать'],[' складывать'],0,rus,"['ПРИНУДИТЬ, ЗАСТАВИТЬ', 'УМЕСТИТЬ (ПОМЕСТИТЬ В ОПРЕДЕЛЕННЫХ ПРЕДЕЛАХ)', 'ПОМЕСТИТЬ, НАЙТИ МЕСТО', 'УНИЧТОЖИТЬ, ПРЕКРАТИТЬ СУЩЕСТВОВАНИЕ', 'КЛАСТЬ НА ПОВЕРХНОСТЬ', 'ПРОМЫШЛЕННОСТЬ', 'ПОКРЫТЬ ПОВЕРХНОСТЬ', 'ПРИЧИНЕНИЕ ВРЕДА']","['ПРИДАВАТЬ ФОРМУ, ФОРМИРОВАТЬ', 'СОЧИНИТЬ ПРОИЗВЕДЕНИЕ', 'СОБРАТЬ В ОДНОМ МЕСТЕ', 'ПОМЕСТИТЬ, НАЙТИ МЕСТО', 'ВЫЧИСЛИТЬ, ИСЧИСЛИТЬ']",1,INFN,INFN,True,0.0,0.9675667881965637
['упорство'],['упрямый'],0,rus,"['ТВЕРДОСТЬ, СТОЙКОСТЬ, НЕПОКОЛЕБИМОСТЬ', 'ЧЕРТА ХАРАКТЕРА', 'ПСИХОЛОГИЧЕСКИЕ НАУКИ', 'ЦЕЛЕУСТРЕМЛЕННОСТЬ', 'ЧУВСТВО, ЭМОЦИЯ']","['ЧЕРТА ХАРАКТЕРА', 'ПСИХОЛОГИЧЕСКИЕ НАУКИ', 'СВОЕВОЛИЕ']",1,NOUN,ADJF,False,0.0,0.5780409574508667
['фрукты предназначенные для хранения в подвешенном виде'],['предназначенный годный для подвешивания виноград для подвешивания'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.49991318583488464
['придавать жёсткость'],['укреплять подкреплять'],0,rus,[],[],0,NOUN,INFN,False,0.0,0.4545865058898926
['взять носить иметь'],['обладать иметь'],0,rus,[],[],0,INFN,INFN,True,0.0,0.7081620693206787
['подойти'],['подступить'],0,rus,"['ОЦЕНИТЬ, ДАТЬ ОЦЕНКУ', 'ПРИБЛИЗИТЬ НА РАССТОЯНИЕ', 'ИДТИ НОГАМИ', 'ИЗМЕНИТЬ, ИЗМЕНЕНИЕ', 'УДОВЛЕТВОРИТЬ, ОТВЕЧАТЬ ТРЕБОВАНИЯМ']","['РАЗМЕСТИТЬ', 'ОБРАТИТЬ СО СЛОВАМИ', 'ПРИБЛИЗИТЬ НА РАССТОЯНИЕ', 'СПРОСИТЬ, ЗАДАТЬ ВОПРОС', 'ПРОСИТЬ, ОБРАЩАТЬ С ПРОСЬБОЙ']",1,INFN,INFN,True,0.0,0.7670440077781677
['колотушка ночного сторожа глашатая разносчика деревянное било во дворе учреждения в монастыре'],['деревянный бамбуковый барабанчик отмечающий ритм исполнения'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.31444013118743896
['давать предоставлять уделять наделять'],['сообщать передавать отдавать'],0,rus,[],[],0,INFN,INFN,True,0.0,0.632408082485199
['регенеративный'],['обновлять'],0,rus,"['БИОЛОГИЯ', 'ФИЗИОЛОГИЧЕСКИЙ ПРОЦЕСС', 'ФИЗИОЛОГИЧЕСКАЯ НАУКА', 'ВОССТАНОВЛЕНИЕ ПРЕЖНЕГО СОСТОЯНИЯ']","['УЛУЧШИТЬ', 'ЗАМЕНИТЬ, НАЙТИ ЗАМЕНУ', 'ИЗМЕНИТЬ, СДЕЛАТЬ ИНЫМ']",0,ADJF,INFN,False,0.0,0.3943759799003601
['регенеративный'],['обновлять'],0,rus,"['БИОЛОГИЯ', 'ФИЗИОЛОГИЧЕСКИЙ ПРОЦЕСС', 'ФИЗИОЛОГИЧЕСКАЯ НАУКА', 'ВОССТАНОВЛЕНИЕ ПРЕЖНЕГО СОСТОЯНИЯ']","['УЛУЧШИТЬ', 'ЗАМЕНИТЬ, НАЙТИ ЗАМЕНУ', 'ИЗМЕНИТЬ, СДЕЛАТЬ ИНЫМ']",0,ADJF,INFN,False,0.0,0.3943759799003601
['возобновлять'],['обновлять'],0,rus,"['ПРОДОЛЖАТЬ', 'НАЧАТЬ, ПРИСТУПИТЬ, ПРИНЯТЬ']","['УЛУЧШИТЬ', 'ЗАМЕНИТЬ, НАЙТИ ЗАМЕНУ', 'ИЗМЕНИТЬ, СДЕЛАТЬ ИНЫМ']",0,INFN,INFN,True,0.0,0.6226167678833008
['регулярный'],['систематический'],0,rus,"['ПРАВИЛЬНЫЙ, СООТВЕТСТВУЮЩИЙ ПРАВИЛАМ', 'СВОЙСТВО, ХАРАКТЕРИСТИКА', 'РАВНОМЕРНЫЙ', 'ПРАВИЛЬНЫЙ ПО ФОРМЕ']","['ПОСТОЯННЫЙ, НЕИЗМЕННЫЙ', 'ПОСЛЕДОВАТЕЛЬНЫЙ (ЛОГИЧЕСКИ ОБОСНОВАННЫЙ)', 'РЕГУЛЯРНЫЙ (РАВНОМЕРНЫЙ)']",0,ADJF,ADJF,True,0.0,0.5473370552062988
['катить покатить скатить откатить перекатить'],['перенести'],0,rus,[],"['ПЕРЕМЕСТИТЬ', 'ПЕРЕЖИТЬ, ИСПЫТАТЬ', 'НАЗНАЧИТЬ, УСТАНОВИТЬ, ОПРЕДЕЛИТЬ', 'ИЗМЕНИТЬ, СДЕЛАТЬ ИНЫМ', 'ЧУВСТВО, ЭМОЦИЯ', 'ВРЕМЯ, ПРОДОЛЖИТЕЛЬНОСТЬ']",0,INFN,INFN,True,0.0,0.3454802930355072
['нищать разоряться'],['бедствовать нищенствовать'],0,rus,[],[],0,INFN,INFN,True,0.0,0.6512333154678345
['поправлять'],['видоизменять'],0,rus,"['ВОССТАНОВИТЬ ПРЕЖНЕЕ СОСТОЯНИЕ', 'ИСПРАВИТЬ (УЛУЧШИТЬ)', 'УСТРАНИТЬ (УНИЧТОЖИТЬ)', 'УКАЗАТЬ (ДАТЬ ЗНАТЬ)']","['ИЗМЕНИТЬ, СДЕЛАТЬ ИНЫМ']",0,INFN,INFN,True,0.0,0.4908512830734253
['чувствующий себя хорошо'],['живой весёлый бодрый жизнерадостный'],0,rus,[],[],0,ADVB,ADJF,False,0.0,0.37730175256729126
['выселять по решению суда'],['выселить по решению суда'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.8724777698516846
['чернить'],['очернительство'],0,rus,"['КРАСИТЬ, ПОКРЫВАТЬ КРАСКОЙ', 'ПРОМЫШЛЕННОСТЬ', 'ОБРАБОТКА ПОВЕРХНОСТИ', 'ОСКОРБИТЬ', 'ПОРТИТЬ РЕПУТАЦИЮ', 'ПОКРЫТЬ ПОВЕРХНОСТЬ']","['ОСКОРБИТЬ', 'ПОРТИТЬ РЕПУТАЦИЮ']",1,INFN,NOUN,False,0.0,0.4222275912761688
['смешивать разбавлять'],['смешиваться умеряться смягчаться'],0,rus,[],[],0,INFN,INFN,True,0.0,0.5720942616462708
['заболевать заболеть становиться больным'],['заболеть заинтересовавшись увлечься кем чем либо'],0,rus,[],[],0,ADJF,ADVB,False,0.0,0.6052009463310242
['расщепление'],['разрубать'],0,rus,"['ЧЛЕНИТЬ', 'ДЕЛИТЬ НА ЧАСТИ']","['ДЕЛИТЬ, РАЗДЕЛЯТЬ НА ЧАСТИ']",0,NOUN,INFN,False,0.0,0.6469005942344666
['кадастр'],['межевание'],0,rus,"['ФИЛОЛОГИЯ', 'ПИСЬМЕННЫЙ ПЕРЕЧЕНЬ, СПИСОК']","['РАЗГРАНИЧИТЬ, УСТАНОВИТЬ ГРАНИЦЫ']",0,NOUN,NOUN,True,0.0,0.3627844750881195
['надрываться напрягаться'],['биться над чем л возиться с чем л'],0,rus,[],[],0,INFN,VERB,False,0.0,0.27821826934814453
['вождение'],['управление чём л вождение чего л'],0,rus,['УПРАВЛЕНИЕ УСТРОЙСТВОМ'],[],0,NOUN,VERB,False,0.0,0.6453441977500916
['выпускной трубопровод'],['сточный трубопровод'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.8508332371711731
['велеть заставлять гнать погонять'],['велеть заставлять пахать'],0,rus,[],[],0,INFN,INFN,True,0.0,0.6703336834907532
['дислокация'],['сдвиг'],0,rus,"['РАСПОЛОЖИТЬ, РАЗМЕСТИТЬ']","['ДВИГАТЬ (ПЕРЕМЕЩАТЬ)', 'ДВИЖЕНИЕ, ПЕРЕМЕЩЕНИЕ']",0,NOUN,NOUN,True,0.0,0.6328404545783997
['конференция по телефону'],['селекторное совещание'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.5520448684692383
['выкапывать'],['раскапывать'],0,rus,"['УГЛУБИТЬ, УВЕЛИЧИТЬ ГЛУБИНУ (РАССТОЯНИЕ)', 'НАЙТИ, ОТЫСКАТЬ', 'РАЗБРОСАТЬ, РАСШВЫРЯТЬ', 'ИЗВЛЕЧЬ, ДОСТАТЬ']","['УГЛУБИТЬ, УВЕЛИЧИТЬ ГЛУБИНУ (РАССТОЯНИЕ)', 'НАЙТИ, ОТЫСКАТЬ', 'РАЗБРОСАТЬ, РАСШВЫРЯТЬ']",1,INFN,INFN,True,0.0,0.9526010155677795
['церковь'],['церковная власть'],0,rus,"['РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ', 'РЕЛИГИЯ', 'ПРАВОСЛАВИЕ', 'ХРИСТИАНСТВО', 'ХРАМ (КУЛЬТОВОЕ СООРУЖЕНИЕ)', 'ХРИСТИАНСКИЙ ХРАМ']",[],0,NOUN,NOUN,True,0.0,0.6492484211921692
['узнавать признавать распознавать'],['признавать сознавать'],0,rus,[],[],0,INFN,INFN,True,0.0,0.7997260689735413
['безвольный'],['робкий'],0,rus,"['ЧЕРТА ХАРАКТЕРА', 'ПСИХОЛОГИЧЕСКИЕ НАУКИ', 'ОТЛИЧИТЕЛЬНОЕ СВОЙСТВО']","['ЧЕРТА ХАРАКТЕРА', 'ПСИХОЛОГИЧЕСКИЕ НАУКИ', 'ОТЛИЧИТЕЛЬНОЕ СВОЙСТВО']",1,ADJF,ADJF,True,0.0,0.522713303565979
['заменять'],['замещать заменять кого л'],0,rus,"['ПРИЙТИ (ДОСТИГНУТЬ ПОСЛЕ К-Л. ДЕЙСТВИЙ)', 'ИЗМЕНИТЬ, СДЕЛАТЬ ИНЫМ']",[],0,INFN,VERB,False,0.0,0.764204204082489
['принос принос воды'],['завозный привозной привозный привезённый доставленный откуда л привозные товары привозное топливо привозной продукт завозные материалы завозные семена'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.1109774112701416
['баня'],['курорт на минеральных водах'],0,rus,['НЕЖИЛОЕ ПОМЕЩЕНИЕ'],[],0,NOUN,NOUN,True,0.0,0.23522213101387024
['баня'],['сосуд для куп ния напр ванна'],0,rus,['НЕЖИЛОЕ ПОМЕЩЕНИЕ'],[],0,NOUN,ADJS,False,0.0,0.5070495009422302
['Рухлядь тряпка'],['Изношенный изодранный рухлядь старьё'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.4038082957267761
['большой шелковый плат обычно два неразрезных платка коим женщины покрывают голову и часть стана канаватная фата золотоцветная полупарчовая кисейная кружевная фата покрывало вуаль'],['Фата шерстяная юбка панева'],0,rus,[],[],0,NOUN,ADJS,False,0.0,0.24711619317531586
['существенный'],['важничать'],0,rus,"['ВАЖНЫЙ, ЗНАЧИТЕЛЬНЫЙ']",['ВОЗОМНИТЬ СЕБЯ'],0,ADJF,INFN,False,0.0,0.4836098849773407
['вымученный'],['терзаемый'],0,rus,[],[],0,PRTF,PRTF,True,0.0,0.6687206625938416
['утомлять'],['надоедать докучать'],0,rus,"['ВЫЗВАТЬ МЫСЛЬ, ЧУВСТВО']",[],0,INFN,INFN,True,0.0,0.44044363498687744
['выдумывать'],['подделывать'],0,rus,"['ВООБРАЗИТЬ (ОШИБОЧНО ПРЕДПОЛОЖИТЬ)', 'ДОБАВИТЬ', 'СОЗДАТЬ (СДЕЛАТЬ СУЩЕСТВУЮЩИМ)']","['КОПИРОВАНИЕ, СНЯТИЕ КОПИИ', 'ИЗГОТОВИТЬ, ВЫРАБОТАТЬ', 'ИМИТИРОВАТЬ']",0,INFN,INFN,True,0.0,0.6766299605369568
['жульничать'],['подделывать'],0,rus,"['ОБМАНУТЬ, ВВЕСТИ В ЗАБЛУЖДЕНИЕ', 'КРАЖА', 'МОШЕННИЧЕСТВО', 'ПРЕСТУПЛЕНИЕ', 'ПРАВОВАЯ СИСТЕМА']","['КОПИРОВАНИЕ, СНЯТИЕ КОПИИ', 'ИЗГОТОВИТЬ, ВЫРАБОТАТЬ', 'ИМИТИРОВАТЬ']",0,INFN,INFN,True,0.0,0.5179474949836731
['утро утренняя пора'],['утренняя роса утренняя дымка'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.7867379784584045
['высунуть'],['вытолкнуть'],0,rus,"['ВЫДВИНУТЬ ВПЕРЕД, НАРУЖУ']","['УДАЛИТЬ НАРУЖУ', 'ВЫБРОСИТЬ (УДАЛИТЬ)']",0,INFN,INFN,True,0.0,0.8369887471199036
['сотрясение дрожание'],['грохот дребезжание дрожание'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.4192762076854706
['активный действующий работающий энергичный динамичный живой'],['функциональный'],0,rus,[],"['ОБЯЗАННОСТЬ', 'РОЛЬ, ПОЛОЖЕНИЕ, МЕСТО', 'ЧУВСТВО, ЭМОЦИЯ', 'НАУКА', 'ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ', 'ПРАКТИЧНЫЙ (УДОБНЫЙ, ВЫГОДНЫЙ, ЭКОНОМНЫЙ)', 'МАТЕМАТИЧЕСКИЕ НАУКИ']",0,NOUN,ADJF,False,0.0,0.2913181185722351
['жена священника пастора пасторша'],['пастор о женщине'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.7477250099182129
['движение'],['стремление'],0,rus,"['ИЗМЕНИТЬ, ИЗМЕНЕНИЕ', 'ПРОЦЕСС, СМЕНА СОСТОЯНИЙ', 'ТРАНСПОРТНЫЕ ПЕРЕВОЗКИ', 'ДВИЖЕНИЕ, ПЕРЕМЕЩЕНИЕ', 'ДОРОЖНОЕ ДВИЖЕНИЕ', 'ОБЩЕСТВЕННАЯ ДЕЯТЕЛЬНОСТЬ', 'АВТОМОБИЛЬНЫЙ ТРАНСПОРТ']","['ЧУВСТВО, ЭМОЦИЯ', 'ДВИЖЕНИЕ, ПЕРЕМЕЩЕНИЕ']",1,NOUN,NOUN,True,0.0,0.5539894700050354
['загадка'],['вопрос'],0,rus,"['ВОПРОС,  ПРОБЛЕМА', 'ФЕНОМЕН (НЕОБЫЧНОЕ ЯВЛЕНИЕ)']","['ОБСТОЯТЕЛЬСТВА, ОБСТАНОВКА, УСЛОВИЯ', 'ЗНАК ПРЕПИНАНИЯ', 'ОБРАЩЕНИЕ (ВЫСКАЗЫВАНИЕ)']",0,NOUN,NOUN,True,0.0,0.49679461121559143
['часть доля'],['пай'],0,rus,[],['ДОЛЯ (ЧАСТЬ)'],0,NOUN,NOUN,True,0.0,0.2464713603258133
['часть доля'],['часть произведения'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.5877797603607178
['товар изделие массового производства'],['массовый груз'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.30557283759117126
['бегство побег'],['беглецы'],0,rus,[],[],0,NOUN,NOUN,True,0.0,0.6101551651954651
['ответ'],['ответный'],0,rus,"['РЕШЕНИЕ (ЗАКЛЮЧЕНИЕ, ВЫВОД)', 'СООБЩЕНИЕ, ИЗВЕСТИЕ', 'ПОСТУПОК ЧЕЛОВЕКА', 'ОТВЕТ (ВЫСКАЗЫВАНИЕ)']","['ОТВЕТИТЬ, ПОСТУПИТЬ В ОТВЕТ']",0,NOUN,ADJF,False,0.0,0.8719164133071899
['развинчивать'],['выпускать'],0,rus,"['ОТКРУТИТЬ (КРУТЯ, ОТДЕЛИТЬ)', 'РАЗОБРАТЬ НА ЧАСТИ']","['УДАЛИТЬ, ИСКЛЮЧИТЬ', 'ДАТЬ ВОЗМОЖНОСТЬ, ПОЗВОЛИТЬ', 'СОЗДАТЬ (СДЕЛАТЬ СУЩЕСТВУЮЩИМ)', 'ОДЕЖДА', 'УДЛИНИТЬ, УВЕЛИЧИТЬ В ДЛИНУ', 'ВЫСВОБОДИТЬ (ВЫНУТЬ, ОСВОБОДИТЬ ОТ Ч-Л. СТЕСН.)', 'СФЕРА ОБРАЗОВАНИЯ', 'КОНЧИТЬ, ЗАВЕРШИТЬ ДО КОНЦА', 'РАСШИРИТЬ, УВЕЛИЧИТЬ В ШИРИНУ', 'ПЕРЕШИТЬ', 'МОДА', 'ВЫДВИНУТЬ ВПЕРЕД, НАРУЖУ']",0,INFN,INFN,True,0.0,0.6671261191368103
